loading annotations into memory...
Done (t=0.98s)
(2, 'gimp')
(2, 'gifts,')
(2, 'giant,')
(2, 'ghan"')
(2, 'gettign')
(2, 'gesture,')
(2, 'geraffes')
(2, 'geraffe')
(2, 'geometrically')
(2, 'gentleman,')
(2, 'genius')
(2, 'genitals')
(2, 'generously')
(2, 'generic')
(2, 'generating')
(2, 'gender')
(2, 'geeks')
(2, 'gazelles,')
(2, 'gazed')
(2, 'gave')
(2, 'gauge')
(2, 'gauchos')
(2, 'gathering,')
(2, 'gassy')
(2, 'garnishments')
(2, 'gargoyles')
(2, 'gargoyle')
(2, 'gardeners')
(2, 'garbed')
(2, 'garbanzo')
(2, 'garages')
(2, 'gaping')
(2, 'gapes')
(2, 'ganging')
(2, 'ganache')
(2, 'gals')
(2, 'galaxy')
(2, 'gagged')
(2, 'gable')
(2, 'fuschia')
(2, 'furs')
(2, 'furry,')
(2, 'furnitures')
(2, 'furnished,')
(2, 'fun,')
(2, 'fulton')
(2, 'full-length')
(2, 'fulfill')
(2, 'fucking')
(2, 'ftont')
(2, 'ft')
(2, 'frutis')
(2, 'frost')
(2, 'frontal')
(2, 'front-loading')
(2, 'fromt')
(2, 'frolf')
(2, 'frogs')
(2, 'frizzy')
(2, 'fritos')
(2, 'frissbee')
(2, 'frisky')
(2, 'frisk')
(2, 'frisee')
(2, 'frisbees,')
(2, 'fringe')
(2, 'frightened')
(2, 'friends,')
(2, "friend's")
(2, 'fridgerator')
(2, 'freshness')
(2, 'fresh"')
(2, 'frequently')
(2, 'frequent')
(2, 'freezing')
(2, 'freesby')
(2, 'freckled')
(2, 'freaky')
(2, 'freaking')
(2, 'frayed')
(2, 'fraternity')
(2, 'frantically')
(2, 'franks')
(2, 'framework')
(2, 'fourths')
(2, 'fours,')
(2, 'four-wheeled')
(2, 'four-way')
(2, 'four-lane')
(2, 'four-engine')
(2, 'four-door')
(2, 'four,')
(2, 'fouls')
(2, 'foster')
(2, 'forwards')
(2, 'forward,')
(2, 'fortune')
(2, 'formica')
(2, 'format')
(2, 'formally,')
(2, 'form,')
(2, 'forgotten')
(2, 'forging')
(2, 'forests')
(2, 'foreheads')
(2, 'foregrounds')
(2, 'foreground;')
(2, 'forefinger')
(2, 'fore')
(2, 'forceful')
(2, 'footwear')
(2, 'footing')
(2, 'footage')
(2, 'foot,')
(2, 'foosball')
(2, 'foo')
(2, 'folded,')
(2, 'foiled')
(2, 'foil,')
(2, 'fogy')
(2, 'fogged')
(2, 'fog,')
(2, 'fodder')
(2, 'fluttering')
(2, 'fluted')
(2, 'fluies')
(2, 'fluids')
(2, 'flowerpots')
(2, 'floured')
(2, 'floss,')
(2, 'flora')
(2, 'floods')
(2, 'flocks')
(2, 'floaties')
(2, 'flintstones')
(2, 'flinders')
(2, 'flicks')
(2, 'flexibility')
(2, 'fleece')
(2, 'flecked')
(2, 'flavors,')
(2, 'flavorings')
(2, 'flattening')
(2, 'flat-bread')
(2, 'flare')
(2, 'flanders')
(2, 'flaky')
(2, 'flailing')
(2, 'flagged')
(2, 'fixtures,')
(2, 'fixins')
(2, 'fixin')
(2, 'fittings')
(2, 'fiskars')
(2, 'fishes')
(2, 'fisher')
(2, 'first-person')
(2, 'firmly')
(2, 'firework')
(2, 'firewood')
(2, 'firetruck,')
(2, 'firepit')
(2, 'firehose')
(2, 'firefly')
(2, 'finnish')
(2, 'finnair')
(2, 'finial')
(2, 'fines')
(2, 'finer')
(2, 'finder')
(2, 'filtred')
(2, 'filigree')
(2, 'filets')
(2, 'fileed')
(2, 'file,')
(2, "figurine's")
(2, 'figures,')
(2, 'fights')
(2, 'fiery')
(2, 'fiercely')
(2, 'fielding')
(2, 'field?')
(2, 'field;')
(2, 'fiddles')
(2, 'fiberglass')
(2, 'fiber')
(2, 'festooned')
(2, 'festivity')
(2, 'fest')
(2, 'ferrari')
(2, 'ferocity')
(2, 'fennel')
(2, 'fencing,')
(2, 'fees')
(2, 'feelings')
(2, 'feds')
(2, 'federer')
(2, 'federal')
(2, 'feat')
(2, 'fearless')
(2, 'fear')
(2, 'fawn')
(2, 'favors')
(2, 'fault')
(2, 'fatty')
(2, 'fatigued')
(2, 'fashions')
(2, 'fashioned,')
(2, 'farms')
(2, 'farmlands')
(2, "farmers'")
(2, 'fare')
(2, 'faraway')
(2, 'fanny')
(2, 'fanning')
(2, 'fangs')
(2, 'family,')
(2, 'fame')
(2, 'faith')
(2, 'fairing')
(2, 'fairgrounds')
(2, 'faded,')
(2, 'fade')
(2, 'factor')
(2, 'facing,')
(2, 'facilities')
(2, 'facades')
(2, 'f5')
(2, 'eyes,')
(2, 'eyebrows')
(2, 'eye-balling')
(2, 'extender')
(2, 'extended,')
(2, 'ext')
(2, 'exquisite')
(2, 'expression,')
(2, 'explosion')
(2, 'explores')
(2, 'experts')
(2, 'experienced')
(2, 'expedition')
(2, 'expanse,')
(2, 'expandable')
(2, 'exited')
(2, 'exhibited')
(2, 'executives')
(2, 'excess')
(2, 'exam')
(2, 'ewer')
(2, 'everybody')
(2, 'eventually')
(2, 'euros')
(2, 'eucalyptus')
(2, 'ethiopian')
(2, 'etching')
(2, 'etc,')
(2, 'established')
(2, 'escapes')
(2, 'escalators')
(2, 'erupting')
(2, 'erotically')
(2, 'erotic')
(2, 'ericsson')
(2, 'erector')
(2, 'equal')
(2, 'episcopal')
(2, 'eoman')
(2, 'envy')
(2, 'envrioment')
(2, 'environmental')
(2, 'environment,')
(2, 'envelop')
(2, 'entrance,')
(2, 'entitled')
(2, 'entered')
(2, 'enrapturing')
(2, 'enourmous')
(2, 'enormous,')
(2, 'enhances')
(2, 'engulfed')
(2, 'engrossed')
(2, 'engravings')
(2, 'engineering')
(2, 'engagement')
(2, 'energetically')
(2, 'energetic')
(2, 'encourages')
(2, 'encloser')
(2, 'enclosement')
(2, 'enclosed,')
(2, 'encircling')
(2, 'enchiladas')
(2, 'enchilada')
(2, 'encaged')
(2, 'employ')
(2, 'empire,')
(2, 'emperor')
(2, 'emote')
(2, 'emerge')
(2, 'embraces')
(2, 'embers')
(2, 'embellishments')
(2, 'embark')
(2, 'elsewhere')
(2, "else's")
(2, 'eloquently')
(2, 'elevating')
(2, 'elephnat')
(2, "elephants'")
(2, 'elepants')
(2, 'elegant,')
(2, 'el')
(2, 'eighty')
(2, 'eighths')
(2, 'eggplants')
(2, 'eggbeater')
(2, 'efforts')
(2, 'effortlessly')
(2, 'effigy')
(2, 'edit')
(2, 'edibles')
(2, 'edging')
(2, 'ed')
(2, 'economy')
(2, 'eco-friendly')
(2, 'eclectically')
(2, 'eclair')
(2, 'eatten')
(2, 'eaterie')
(2, 'eatables')
(2, 'eason')
(2, 'earthen')
(2, 'earth,')
(2, 'ears,')
(2, 'earn')
(2, 'earmarks')
(2, 'earliest')
(2, 'earing')
(2, 'eared')
(2, 'dvds,')
(2, 'duval')
(2, 'dusk,')
(2, 'dur')
(2, 'dumptruck')
(2, 'dumps')
(2, 'duke')
(2, 'dudley')
(2, 'duck,')
(2, 'dtreet')
(2, 'dry-suited')
(2, 'dry-docked')
(2, 'drum,')
(2, 'druid')
(2, 'drugs')
(2, 'drs')
(2, 'driveways')
(2, 'driveway,')
(2, 'drives,')
(2, 'drivers,')
(2, 'drips')
(2, 'dressmakers')
(2, 'dressings')
(2, 'dressing,')
(2, 'dress-up')
(2, 'dreaming')
(2, 'dray')
(2, 'drawbridge')
(2, 'drapes,')
(2, 'draperies')
(2, 'drains')
(2, 'drafting')
(2, 'dracula')
(2, 'dr"')
(2, 'dozes')
(2, 'dozer')
(2, 'downpour')
(2, 'downhill,')
(2, 'down"')
(2, 'dounts')
(2, 'douglas')
(2, 'doughnout')
(2, 'dough,')
(2, 'doubt')
(2, 'double-sink')
(2, 'double-deck')
(2, 'double-bus')
(2, "double's")
(2, 'dos')
(2, 'dormitory')
(2, 'dormer')
(2, 'dormant')
(2, 'doritos')
(2, 'donute')
(2, 'dong')
(2, 'dominos')
(2, 'dominion')
(2, 'dominates')
(2, 'dominated')
(2, 'dominate')
(2, 'dominance')
(2, 'domicile')
(2, 'dolls,')
(2, 'dollops')
(2, 'doin')
(2, 'dogg')
(2, 'doen')
(2, 'doe')
(2, 'docket')
(2, 'dob')
(2, 'do?')
(2, 'dixie')
(2, 'division')
(2, 'divine')
(2, 'divides')
(2, 'divide')
(2, 'diverted')
(2, 'diver')
(2, 'disturbed')
(2, 'distribution')
(2, 'distressed')
(2, 'distinguished')
(2, 'distances')
(2, 'displeased')
(2, 'displays,')
(2, 'dispensor')
(2, 'dispenses')
(2, 'dispaly')
(2, 'disordered')
(2, 'disinterested')
(2, 'dishware')
(2, 'disguised')
(2, 'disgruntled')
(2, 'disdain')
(2, 'discusses')
(2, 'discovery')
(2, 'discovered')
(2, 'disappointed')
(2, 'disagreement')
(2, 'dirtier')
(2, 'director,')
(2, 'direction,')
(2, 'dipicting')
(2, 'dip,')
(2, 'dinking')
(2, 'dinette,')
(2, 'dimmed')
(2, 'dilapidated,')
(2, 'dignitary')
(2, 'digitally')
(2, 'diffuse')
(2, 'differences')
(2, 'dictionary')
(2, 'dictator')
(2, 'diagrams')
(2, 'devours')
(2, 'devilish')
(2, 'devie')
(2, 'developing')
(2, 'devastated')
(2, 'determination')
(2, 'detector')
(2, 'designing')
(2, 'designates')
(2, 'descriptive')
(2, 'derek')
(2, 'derailment')
(2, 'derailed')
(2, 'dept')
(2, 'depression')
(2, 'depressed')
(2, 'department,')
(2, 'deodorant')
(2, 'denote')
(2, 'denims')
(2, 'demolition')
(2, 'demands')
(2, 'deluxe')
(2, 'deliveries')
(2, 'delightful')
(2, 'deliciously')
(2, 'delicatessen')
(2, 'delegates')
(2, 'dek')
(2, 'dei')
(2, 'dehydrated')
(2, 'degrees')
(2, 'defunct')
(2, 'defends')
(2, 'defenders')
(2, 'deface')
(2, 'deer-like')
(2, 'deer,')
(2, "deer's")
(2, 'deeply')
(2, 'deepest')
(2, 'decortive')
(2, 'decorative,')
(2, 'deconstructed')
(2, 'decommissioned')
(2, 'declaring')
(2, 'deck,')
(2, 'decay')
(2, 'debian')
(2, 'debate')
(2, 'daybreak')
(2, 'dawdling')
(2, 'david')
(2, 'daughter,')
(2, 'dates')
(2, 'darts')
(2, 'dart')
(2, 'darkening')
(2, 'dapper')
(2, 'danish,')
(2, 'danielle"')
(2, 'dangles')
(2, 'dangers')
(2, 'danforth')
(2, 'dale')
(2, 'daisies,')
(2, 'dairy,')
(2, 'dainty')
(2, 'dahlias')
(2, 'dads')
(2, 'daddy')
(2, 'cyclists,')
(2, 'cutters,')
(2, 'cutter,')
(2, 'cuts,')
(2, 'cutouts,')
(2, 'cutlery,')
(2, 'cuting')
(2, 'customs')
(2, 'customers,')
(2, 'custome')
(2, 'cushion,')
(2, 'curly-haired')
(2, 'curbs')
(2, 'curbed')
(2, 'cupcate')
(2, 'cupboard,')
(2, 'culver')
(2, 'cuff')
(2, 'cud')
(2, 'cubbies')
(2, 'cuba')
(2, 'ct')
(2, 'cruz')
(2, 'crunched')
(2, 'cruciferous')
(2, 'croup')
(2, 'crosswise')
(2, 'crossed,')
(2, 'crossbar')
(2, 'crossaints')
(2, 'cross-walk')
(2, 'cross-county')
(2, 'crooks')
(2, 'crookedly')
(2, 'crooked,')
(2, 'crockpot')
(2, 'croched')
(2, 'cristo')
(2, 'crisscrossed')
(2, 'crisps')
(2, 'crevice')
(2, 'crevasse')
(2, 'creeping')
(2, 'creepily')
(2, 'crean')
(2, 'crawfish')
(2, 'crate,')
(2, 'crapes')
(2, 'crap')
(2, 'crane,')
(2, 'cranberries,')
(2, 'cradled')
(2, 'crab,')
(2, 'coworkers')
(2, 'cowbell')
(2, 'covered,')
(2, 'covent')
(2, 'cout')
(2, 'courtesy')
(2, 'court;')
(2, 'couple,')
(2, "couple's")
(2, 'couole')
(2, 'country,')
(2, 'counter-tops')
(2, 'count')
(2, 'couchs')
(2, 'cottage,')
(2, 'cosplaying')
(2, 'cosplay')
(2, 'cos')
(2, 'cortland')
(2, 'corset')
(2, 'corrugated')
(2, 'corralled')
(2, 'corporation')
(2, 'corndogs')
(2, 'corked')
(2, 'cordoned')
(2, 'copying')
(2, 'copious')
(2, 'copies')
(2, 'coon')
(2, 'cools')
(2, 'cooled')
(2, "cook's")
(2, 'convection')
(2, 'continuum')
(2, 'continuous')
(2, 'continuing')
(2, 'contianing')
(2, 'contestant')
(2, 'contends')
(2, 'contempo')
(2, 'consumers')
(2, 'consumer')
(2, 'consulting')
(2, 'constructions')
(2, 'construction"')
(2, 'considering')
(2, 'conservation')
(2, 'conner')
(2, 'connectors')
(2, 'connections')
(2, 'coniferous')
(2, 'conical')
(2, 'congregated')
(2, 'congratulation')
(2, 'congestion')
(2, 'confusion')
(2, 'confusedly')
(2, 'confronting')
(2, 'confront')
(2, 'conflict')
(2, 'configured')
(2, 'confidently')
(2, 'conferring')
(2, 'cones,')
(2, 'coned')
(2, 'cone,')
(2, 'conducted')
(2, 'conditioners')
(2, 'conditioner,')
(2, 'concrete,')
(2, 'conclusion')
(2, 'concerning')
(2, 'concave')
(2, 'comuter')
(2, 'computerized')
(2, 'computer-generated')
(2, 'compote')
(2, 'complexes')
(2, 'complex,')
(2, 'competes')
(2, 'compatible')
(2, "companion's")
(2, 'communicate')
(2, 'comming')
(2, 'commerical')
(2, 'commercially')
(2, 'commercial,')
(2, 'commences')
(2, 'commencement')
(2, 'commemorating')
(2, 'commands')
(2, 'comforting')
(2, 'combining')
(2, 'colours')
(2, 'colorless')
(2, 'colorized')
(2, 'collies')
(2, 'collided')
(2, 'collapse')
(2, 'collaboration')
(2, 'coke,')
(2, 'coins,')
(2, 'coin-operated')
(2, 'cog')
(2, 'coconuts,')
(2, 'cockatiel')
(2, 'cobs')
(2, 'cobalt')
(2, 'coax')
(2, 'coast,')
(2, 'coarse')
(2, 'coalition')
(2, 'coaching')
(2, 'cnn')
(2, 'clydesdales')
(2, 'cluttering')
(2, 'cluttered,')
(2, 'clubs')
(2, 'clouds,')
(2, 'clothings')
(2, 'cloth-covered')
(2, 'closure')
(2, 'closeup,')
(2, 'closest,')
(2, 'closed"')
(2, 'closeby')
(2, 'clogging')
(2, 'clippers,')
(2, 'clip,')
(2, 'clinic')
(2, 'climbed')
(2, 'client')
(2, 'clicker')
(2, 'clicked')
(2, 'clergyman')
(2, 'clears')
(2, 'cleanly')
(2, 'classroom,')
(2, 'clashing')
(2, 'claremont')
(2, 'clamps')
(2, 'clamped')
(2, 'claiming')
(2, 'claimed')
(2, 'citrus,')
(2, 'citgo')
(2, 'cit')
(2, 'cistern')
(2, 'circumference')
(2, 'circle,')
(2, 'circle"')
(2, 'cigarettes,')
(2, 'chutes')
(2, 'churros')
(2, 'churro')
(2, 'church-like')
(2, 'chunks,')
(2, 'chopstick')
(2, 'chop,')
(2, 'chocolate"')
(2, 'choclate')
(2, 'chipper')
(2, 'china,')
(2, 'chills')
(2, 'chile')
(2, "childrens'")
(2, 'childlike')
(2, 'chid')
(2, 'chicken-wire')
(2, 'chiar')
(2, 'chest,')
(2, 'cherubs')
(2, 'cherry-picker')
(2, 'cheesey')
(2, 'cheese-less')
(2, 'cheese-covered')
(2, 'cheese,and')
(2, 'cheerleaders')
(2, 'cheeky')
(2, 'checkerd')
(2, 'checked,')
(2, 'check-in')
(2, 'chatting,')
(2, 'charging,')
(2, 'charges')
(2, 'character,')
(2, 'chaplain')
(2, 'chapel')
(2, 'channels')
(2, 'chanel')
(2, 'chandler')
(2, 'champion')
(2, 'challenge')
(2, 'chalkboards')
(2, 'chalice')
(2, 'chains,')
(2, 'chain-linked')
(2, "chacho's")
(2, 'ces')
(2, 'certified')
(2, 'ceremonially')
(2, 'century,')
(2, 'centergate')
(2, 'cells')
(2, 'cello')
(2, 'celebrations')
(2, 'celebrating,')
(2, 'cecilia')
(2, 'cecil')
(2, "cd's,")
(2, 'cb')
(2, 'caves')
(2, 'cavern')
(2, 'cautioning')
(2, 'causally')
(2, 'cattle,')
(2, 'cattails')
(2, 'cathedral,')
(2, 'cat-themed')
(2, 'cat-designed')
(2, 'castle-like')
(2, 'caste')
(2, 'cash,')
(2, 'cased')
(2, 'carved,')
(2, 'cartoon-like')
(2, "cars'")
(2, 'carryout')
(2, 'carrousel')
(2, 'carriages,')
(2, 'carport')
(2, 'carmel')
(2, 'cared')
(2, 'carcasses')
(2, 'carbs')
(2, 'car?')
(2, 'capturing')
(2, 'captioning')
(2, 'captioned')
(2, 'caption,')
(2, 'capris')
(2, 'caped')
(2, 'canyon"')
(2, 'cantilevered')
(2, 'canoing')
(2, 'canoe,')
(2, 'cannisters')
(2, 'cannister')
(2, 'cannabis')
(2, 'cane,')
(2, "cane's")
(2, 'candled')
(2, 'cancer')
(2, 'canal,')
(2, 'camoflauge')
(2, 'camerea')
(2, 'cameral')
(2, 'camer')
(2, 'called,')
(2, 'california,')
(2, 'cage,')
(2, 'caching')
(2, 'cabled')
(2, 'c-130')
(2, 'bygone')
(2, 'buys')
(2, 'buxom')
(2, 'buttressed')
(2, 'button,')
(2, 'buttocks')
(2, 'buttery"')
(2, 'butterscotch')
(2, 'butternut')
(2, 'butchers')
(2, 'busty')
(2, 'buskers"')
(2, 'businesses,')
(2, 'business,')
(2, 'busch')
(2, "bus's")
(2, "bus'")
(2, 'burwell')
(2, 'burton')
(2, 'burst')
(2, 'burlesque')
(2, 'burlap')
(2, 'burgers,')
(2, 'buoy,')
(2, 'bund')
(2, 'bumper-to-bumper')
(2, 'bum')
(2, 'bullying"')
(2, "bull's")
(2, 'bulk')
(2, 'bulb,')
(2, 'builing')
(2, 'buildingl')
(2, 'buiildings')
(2, 'bug-gee')
(2, 'buffet,')
(2, 'buffer')
(2, 'bue')
(2, 'budget')
(2, 'buckle')
(2, 'buckingham')
(2, 'buckets,')
(2, 'bucked')
(2, 'bubblegum')
(2, 'bs9')
(2, 'brusing')
(2, 'brushes,')
(2, 'browser')
(2, 'brooke"')
(2, 'brooch')
(2, 'broccolli,')
(2, 'brocclie')
(2, 'briskly')
(2, 'brisk')
(2, 'brindled')
(2, 'brindle')
(2, 'brighton')
(2, 'brightly-lit')
(2, 'brightening')
(2, 'briefs')
(2, 'briefcase,')
(2, 'bridge"')
(2, "bride's")
(2, 'brewery')
(2, 'breakfeast')
(2, 'break-room')
(2, 'bready')
(2, 'breadstick')
(2, 'breadcrumbs')
(2, 'bray')
(2, 'braun')
(2, 'brats')
(2, 'brandy')
(2, 'branched')
(2, 'braking')
(2, 'braised')
(2, 'brainwash')
(2, 'braiding')
(2, 'bracketed')
(2, 'brach')
(2, 'boyfriend')
(2, 'bowties')
(2, 'bow;')
(2, 'bountiful')
(2, 'bouguet')
(2, 'bots')
(2, 'bore')
(2, 'booth,')
(2, 'books"')
(2, 'bookends')
(2, 'bonzai')
(2, 'bong')
(2, 'bonfire')
(2, 'bond')
(2, 'bombs')
(2, 'bolts')
(2, 'bolt')
(2, 'boldly')
(2, 'bok')
(2, 'boise')
(2, 'boil')
(2, 'boggy')
(2, 'boezio')
(2, 'body,')
(2, 'bod')
(2, 'bobble')
(2, 'bobbing')
(2, 'bob')
(2, 'boater')
(2, "boat's")
(2, 'boast')
(2, 'boardroom')
(2, 'boarder,')
(2, 'blustery')
(2, 'blush')
(2, 'bluegreen')
(2, 'blue/green')
(2, 'blue/black')
(2, 'blue-tinged')
(2, 'blue-eyed')
(2, 'blowers')
(2, 'bloodied')
(2, 'blondes')
(2, "bloke's")
(2, 'blobs')
(2, 'blinded')
(2, 'blie')
(2, 'blew')
(2, 'blemishes')
(2, 'bldg')
(2, 'blck')
(2, 'blat')
(2, 'bland')
(2, 'blading')
(2, 'bladed')
(2, 'blacked')
(2, 'black/white')
(2, 'bitty')
(2, 'bite-sized')
(2, 'bisecting')
(2, 'birthday"')
(2, 'birmingham')
(2, 'birdie')
(2, 'birdge')
(2, 'birdcages')
(2, 'bing')
(2, 'bindings')
(2, 'binding')
(2, 'billowy')
(2, 'billed')
(2, 'bile')
(2, 'bikinis,')
(2, 'bighorn')
(2, 'bidets')
(2, 'bicyclist,')
(2, 'bicyclers')
(2, "bicycle's")
(2, 'bib,')
(2, 'bewildered')
(2, 'bevy')
(2, 'beverly')
(2, 'betty')
(2, 'beth')
(2, 'berth')
(2, 'bentley')
(2, 'benefits')
(2, 'benedict')
(2, "bench's")
(2, 'beloved')
(2, 'belly,')
(2, 'bells,')
(2, 'bellies')
(2, 'bellied')
(2, 'believing"')
(2, 'believin!"')
(2, 'belgium')
(2, 'behing')
(2, 'behinds')
(2, 'beginnings')
(2, 'beginners')
(2, 'beetlejuice')
(2, 'bedder')
(2, 'bedded')
(2, 'bed;')
(2, 'beaudry')
(2, 'beating')
(2, 'beater')
(2, 'beat-up')
(2, 'bears;')
(2, 'beards')
(2, 'bear-shaped')
(2, 'beaning')
(2, 'beanies')
(2, 'beanch')
(2, 'beamed')
(2, 'beaker')
(2, 'beady')
(2, 'beachy')
(2, 'beach,one')
(2, "beach's")
(2, 'be,')
(2, 'bd')
(2, 'bayou')
(2, 'bauble')
(2, 'battles')
(2, 'batroom')
(2, 'batons')
(2, 'bating')
(2, 'bathtubs')
(2, 'bathtub/shower,')
(2, 'bathrrom')
(2, 'bathrooms,')
(2, 'bathrom')
(2, 'bathrobes')
(2, 'batheroom')
(2, 'bath/shower')
(2, 'bate')
(2, 'basted')
(2, 'baste')
(2, 'bastards"')
(2, 'basset')
(2, 'basks')
(2, 'basically')
(2, 'basic,')
(2, 'bases,')
(2, 'baseman,')
(2, 'bas')
(2, 'barstool')
(2, 'barricade,')
(2, 'barrels,')
(2, 'barrell')
(2, 'barrel,')
(2, 'barrack')
(2, 'barn,')
(2, 'barked')
(2, 'barhroom')
(2, 'barclays')
(2, 'barcelona')
(2, 'barak')
(2, 'banns')
(2, 'bannans')
(2, 'bannana')
(2, 'banna')
(2, 'banking')
(2, 'bank,')
(2, 'bank"')
(2, 'bangladesh')
(2, 'banged')
(2, 'bang')
(2, 'balm')
(2, 'ballplayer')
(2, 'ballons')
(2, 'ballfield')
(2, 'ballet')
(2, 'balk')
(2, 'balcony,')
(2, 'balance,')
(2, 'baking,')
(2, 'bakground')
(2, "baker's")
(2, 'baked,')
(2, 'baile')
(2, 'baggies')
(2, 'baggie')
(2, 'baeball')
(2, 'backyards')
(2, 'backsplash,')
(2, 'backround')
(2, 'backpacks,')
(2, 'backpacker')
(2, 'backhands')
(2, 'backhanded')
(2, 'background;')
(2, 'backflip')
(2, 'backcountry')
(2, 'back-splash')
(2, 'back-road')
(2, 'back-lit')
(2, 'back-in')
(2, 'bachelorette')
(2, 'bach')
(2, 'bac')
(2, 'babys')
(2, 'ba')
(2, 'axle')
(2, 'axe')
(2, 'ax')
(2, 'awooden')
(2, 'awning,')
(2, 'awed')
(2, 'awareness')
(2, 'aware')
(2, 'avoids')
(2, 'avocadoes')
(2, 'aviation')
(2, 'avery')
(2, 'avenue,')
(2, 'avenue"')
(2, 'authors')
(2, 'authorized')
(2, 'author')
(2, 'austrian')
(2, 'austere')
(2, 'attends')
(2, 'attendance')
(2, 'attatched')
(2, 'attacted')
(2, 'atree')
(2, 'athletics')
(2, 'at&t')
(2, 'asymmetrical')
(2, 'astros')
(2, 'astronomy')
(2, 'astrological')
(2, 'assume')
(2, 'assortments')
(2, 'associates')
(2, 'assigned')
(2, 'assembles')
(2, 'aspargus')
(2, 'asked')
(2, 'asians')
(2, 'asian-')
(2, 'asbestos')
(2, 'artists')
(2, 'arrid')
(2, 'aroung')
(2, 'aroud')
(2, 'arge')
(2, 'ares')
(2, 'areas,')
(2, 'areal')
(2, 'architecturally')
(2, 'arching')
(2, 'archeological')
(2, 'arab')
(2, 'aq')
(2, 'apt')
(2, 'apricot')
(2, 'appreciation')
(2, 'appreciate')
(2, 'apply')
(2, 'applique')
(2, "apple's")
(2, 'appeared')
(2, 'appeal')
(2, 'apparatuses')
(2, 'aorund')
(2, 'anymore')
(2, 'anybody')
(2, 'anxiously')
(2, 'anxious')
(2, 'antque')
(2, 'antler')
(2, 'antique-style')
(2, 'antilope')
(2, 'anticipates')
(2, 'anti-war')
(2, 'anthers')
(2, 'antanae')
(2, 'ant')
(2, 'announces')
(2, 'announcement')
(2, "ann's")
(2, 'animas')
(2, 'angular')
(2, 'anchovies,')
(2, 'anarchy')
(2, 'amused')
(2, 'amphitheater')
(2, 'amirror')
(2, 'amethyst')
(2, 'america"')
(2, 'amenable')
(2, 'ambience')
(2, 'amazon')
(2, 'altogether')
(2, 'alternative')
(2, 'alseep')
(2, 'alright')
(2, 'alps')
(2, 'alphabets')
(2, 'alpacas')
(2, 'aloft,')
(2, 'alleys')
(2, 'alley"')
(2, 'alla')
(2, 'alk')
(2, 'alignment')
(2, 'align')
(2, 'alighting')
(2, 'alex')
(2, 'alerts')
(2, 'albino')
(2, 'albert')
(2, 'albeit')
(2, 'alarmed')
(2, 'akan')
(2, 'ajar,')
(2, 'aith')
(2, 'aisles')
(2, 'airplaine')
(2, 'airforce')
(2, 'air-force')
(2, 'air"')
(2, 'aids')
(2, 'aiding')
(2, 'ahs')
(2, 'agree')
(2, 'agnes')
(2, 'agitated')
(2, 'agility')
(2, 'aggressive')
(2, 'aftermath')
(2, 'aeromexico')
(2, 'aeroflot')
(2, 'aerobatic')
(2, 'aerials')
(2, 'ae')
(2, 'advocacy')
(2, 'advising')
(2, 'advice')
(2, 'adverts')
(2, 'advertisements,')
(2, 'advert')
(2, 'adventures')
(2, 'adult-sized')
(2, 'adrift')
(2, 'adopted')
(2, 'adjoined')
(2, 'adirondack')
(2, 'address"')
(2, 'adapter')
(2, 'actress')
(2, 'acrobats')
(2, 'acrobatically')
(2, 'acne')
(2, 'acknowledging')
(2, 'achieving')
(2, 'achievement')
(2, 'acer')
(2, 'ace')
(2, 'accoutrements')
(2, 'accordian')
(2, 'accord')
(2, 'accommodations')
(2, 'accessing')
(2, 'accents,')
(2, 'acat')
(2, 'acacia')
(2, 'ac')
(2, 'absolutely')
(2, 'abreast')
(2, 'abot')
(2, 'aboarding')
(2, 'abnormally')
(2, 'aaron')
(2, 'aan')
(2, '?')
(2, '>>')
(2, '9th')
(2, '9:45')
(2, '9:30')
(2, '86')
(2, '85th')
(2, '7up')
(2, '7am')
(2, '754')
(2, '70th')
(2, '60th')
(2, '60')
(2, '45')
(2, '43')
(2, '42')
(2, '3:55')
(2, '3:45')
(2, '32')
(2, '31st')
(2, '31')
(2, '3-d')
(2, '28')
(2, '23rd')
(2, '23')
(2, '205')
(2, '1970s')
(2, '1970')
(2, '1960s')
(2, "1960's")
(2, "1940's")
(2, '1932')
(2, "1920's")
(2, '19')
(2, '1879')
(2, '1800s')
(2, '12:35')
(2, '11th')
(2, '1/2')
(2, ',of')
(2, "'no")
(2, '$59')
(2, '#2')
(2, '"water')
(2, '"wall')
(2, '"walk"')
(2, '"traffic')
(2, '"toilet"')
(2, '"this')
(2, '"taxi"')
(2, '"takeovr"')
(2, '"surf')
(2, '"steiner"')
(2, '"stage')
(2, '"source"')
(2, '"somerset')
(2, '"skate')
(2, '"sex')
(2, '"sad')
(2, '"posing"')
(2, '"plank')
(2, '"pitts')
(2, '"piggy-back"')
(2, '"peter')
(2, '"pearl')
(2, '"peace')
(2, '"parking"')
(2, '"panda')
(2, '"next')
(2, '"national')
(2, '"mystic')
(2, '"meow"')
(2, '"maple')
(2, '"lucky')
(2, '"little')
(2, '"karmill')
(2, '"just')
(2, '"joy"')
(2, '"jackson')
(2, '"humped')
(2, '"hot')
(2, '"high')
(2, '"harry')
(2, '"hammertime!"')
(2, '"green')
(2, '"goodlight')
(2, '"get')
(2, '"free"')
(2, '"five')
(2, '"first')
(2, '"fifth')
(2, '"exit')
(2, '"eva')
(2, '"enterprise')
